OBJECTID	NAMOBJ	REMARK	x	y
337	Rumah Sakit Umum Daerah Sinjai	Rumah Sakit Umum	120.247956	-5.13445400000001
338	Rumah Sakit Umum Kabupaten Bulukumba	Rumah Sakit Umum	120.1908939	-5.55253670000002
339	Rumah Sakit Umum Masamba	Rumah Sakit Umum	120.333999004	-2.55415900100002
340	RSUD Sigi	Rumah Sakit Umum	119.930290634	-1.00747391599998
341	Rumah Sakit Pasangkayu	Rumah Sakit Umum	119.394907513	-1.17140905500003
342	RSU Sinar Kasih Tentena	Rumah Sakit Umum	120.64478022	-1.76032036999999
343	Rumah Sakit Umum Satu Lagaligo Luwu Timur	Rumah Sakit Umum	120.80239789	-2.58359290999999
344	Rumah Sakit Inco Unit Rawat Jalan	Rumah Sakit Umum	121.099450407	-2.63097723800001
345	Rumah Sakit PT INCO	Rumah Sakit Umum	121.367848263	-2.63832280899999
346	Rumah Sakit Sorowako	Rumah Sakit Umum	121.360995564	-2.526383366
347	Rumah Sakit Umum Daerah Konawe	Rumah Sakit Umum	122.077367087	-3.86848506699999
348	Rumah Sakit Umum Daerah Konawe Utara	Rumah Sakit Umum	122.138732352	-3.544688017
349	Rumah Sakit Antam	Rumah Sakit Umum	121.599403651	-4.19482034999999
350	Rumah Sakit Benyamin Guluh	Rumah Sakit Umum	121.59655319	-4.05332870199999
351	Rumah Bersalin Bunda	Rumah Sakit Khusus	121.60362516	-4.057465116
352	Rumah Sakit Bersalin Harifa	Rumah Sakit Khusus	121.611453999	-4.06146713499999
353	Rumah Sakit Mitra Sakinah Idaman	Rumah Sakit Umum	122.186233	-3.94383800000003
354	Rumah Sakit Jiwa Dr Soefarto Hardjo Hoesodo	Rumah Sakit Khusus	122.504795826	-3.95736400700002
355	Rumah Sakit Palang Merah Indonesia	Rumah Sakit Umum	122.536581527	-3.96224045399998
356	Rumah Sakit Ibu dan Anak Permata Bunda	Rumah Sakit Umum	122.522292727	-3.966384683
357	Rumah Sakit Santa Anna	Rumah Sakit Umum	122.574662954	-3.96972442100002
358	Rumah Sakit Dr Ismoyo	Rumah Sakit Umum	122.515723995	-3.96981854400002
359	Rumah Sakit Bhayangkara	Rumah Sakit Umum	122.508101602	-3.97271797000002
360	Rumah Sakit Islam Ibnu Sina	Rumah Sakit Umum	122.515917057	-3.97858477
361	Rumah Sakit Umum Griya Husada Bakti	Rumah Sakit Umum	122.511948197	-3.98765611099998
362	Rumah Sakit Umum Abunawas	Rumah Sakit Umum	122.534053052	-3.98946923199998
363	Rumah Sakit Umum Aliyah	Rumah Sakit Umum	122.546934515	-3.99866348900002
364	Rumah Sakit Umum Bahteramas	Rumah Sakit Umum	122.491513	-4.035055
365	Rumah Sakit Umum Bahteramas	Rumah Sakit Umum	122.491484	-4.03547500000002
366	Rumah Sakit Umum Daerah Bombana	Rumah Sakit Umum	122.057362223	-4.79502838100001
367	Rumah Sakit Umum Konawe Selatan	Rumah Sakit Umum	122.270898	-4.32923699999998
368	Pos Kesehatan Hewan	Rumah Sakit Khusus	122.1777141	-4.4405678
369	Rumah Sakit Umum Daerah Kolaka Utara	Rumah Sakit Umum	120.89981333	-3.50977203000002
370	RSUD Banggai Laut	Rumah Sakit Umum	123.51994618	-1.63905249999999
371	SD Inpres BTN Kilongan Permai Kilongan	Rumah Sakit Khusus	122.84203202	-0.923006960000009
372	Paud Taamal Ikhlas	Rumah Sakit Khusus	123.18551897	-1.51133082000001
373	Rumah Sakit Umum Daerah Luwuk Kecamatan Bungin Ti*	Rumah Sakit Umum	122.82228903	-0.93511890000002
374	RSUD Majene	Rumah Sakit Umum	118.953438001	-3.54755134300001
375	RSUD Polewali	Rumah Sakit Umum	119.349105209	-3.43583540100002
376	RSUD Tentara	Rumah Sakit Umum	119.34921178	-3.43519867800001
377	RSUD Pusat Polewali Mandar	Rumah Sakit Umum	119.321390865	-3.40709050200002
378	RSUD Bunga-bunga	Rumah Sakit Umum	119.298822674	-3.37971853300002
379	Rumah Sakit Banuh Mamasa	Rumah Sakit Umum	119.3781355	-2.93955369999998
380	Rumah Sakit Minake	Rumah Sakit Umum	119.293363339	-3.02951688399997
381	RSUD Majene	Rumah Sakit Umum	118.953789869	-3.54700510999999
382	RSUD Majene	Rumah Sakit Umum	118.953892661	-3.54677310300002
383	RSUD Majene	Rumah Sakit Umum	118.953595153	-3.54661802800001
384	RSUD Majene	Rumah Sakit Umum	118.954007626	-3.54650270000002
385	RSUD Majene	Rumah Sakit Umum	118.953733259	-3.54640286300003
386	Kantor Kesehatan Pelabuhan	Rumah Sakit Khusus	119.857163081	-0.708550704000004
387	Rumah Sakit Daerah Madani	Rumah Sakit Umum	119.869174129	-0.789551446000019
388	RSUD Undata	Rumah Sakit Umum	119.883908699	-0.857857700000011
389	Rumah Sakit Bersalin	Rumah Sakit Khusus	119.9016313	-0.937941799999976
390	Klinik Bersalin Poata Pura	Rumah Sakit Khusus	119.858945573	-0.917902312000024
391	Rumah Sakit Bersalin Care She	Rumah Sakit Khusus	119.8763262	-0.891608700000006
392	Rumah Sakit Annisa	Rumah Sakit Umum	119.8848017	-0.902311199999986
393	Rumah Sakit Mata	Rumah Sakit Khusus	119.867437495	-0.885307803999979
394	RS Siti Masyinah	Rumah Sakit Umum	119.851636895	-0.892588973999977
395	RS Bersalin Tinata Pura	Rumah Sakit Khusus	119.870725753	-0.886270366000019
396	RSU Anuntaloko	Rumah Sakit Umum	120.1745547	-0.812143900000024
397	Rumah Sakit Raja Tombolotutu Tinombo	Rumah Sakit Umum	120.278147001	0.380334000000005
398	Pondok Bersalin Sukma	Rumah Sakit Khusus	123.125769999	0.571821987000021
399	RS Sitti Khadidjah	Rumah Sakit Umum	123.061256446	0.539394592000008
400	RSUD Prof.DR.H.Aloei Saboe Kota Gorontalo	Rumah Sakit Umum	123.083626115	0.555386098999975
401	RSUD Bonebolango (RS.Toto	Rumah Sakit Umum	123.099368245	0.573457299999973
402	Rumah Sakit Umum Daerah Otanaha Kota Gorontalo	Rumah Sakit Umum	123.027441675	0.546340514999997
403	Rumah Sakit Islam Gorontalo	Rumah Sakit Umum	123.048190143	0.566938644999993
404	Rumah Sakit Bunda	Rumah Sakit Umum	123.049558673	0.554675203999977
405	Pondok Bersalin Desa Tinelo	Rumah Sakit Khusus	123.027032598	0.608353971999975
406	Rumah Sakit Bergerak	Rumah Sakit Umum	122.897873008	0.828910645999997
407	Rumah Sakit Pemda	Rumah Sakit Umum	122.897645025	0.827951993999989
408	Pondok Bersalin Siti Maryam	Rumah Sakit Khusus	122.876356998	0.638355015999991
409	Yayasan Kesehatan Averroes	Rumah Sakit Umum	122.864475987	0.647558011000001
410	Medical Cenntre Tibawa	Rumah Sakit Umum	122.862691981	0.643240992000017
411	Rsud Dr Mm Dunda Unit Gawat Inap	Rumah Sakit Umum	122.989777979	0.624172599000019
412	Rsu Dr Mam Syurmohammaddunda	Rumah Sakit Umum	122.976561981	0.624304619999975
413	Rumah Sakit Suka Makmur	Rumah Sakit Umum	122.559460965	0.700385040000015
414	Klinik Bersalin	Rumah Sakit Khusus	123.51909217	0.879343775999985
415	RSUD Tombullilato Bone Pesisir	Rumah Sakit Umum	123.330832171	0.312380373999986
416	Rumah Sakit Baru	Rumah Sakit Umum	123.298988372	0.899443716999997
417	RSUD Pohuwato	Rumah Sakit Umum	121.94821897	0.478207020000013
418	Rumah Sakit Tani Dan Nelayan	Rumah Sakit Umum	122.332039975	0.526134993000028
419	Pondok Bersalin Desa Oyom	Rumah Sakit Khusus	120.885725891	0.910565996999992
420	RSU Mokopido Tolitoli	Rumah Sakit Umum	120.822702836	1.03599527300003
421	Klinik Bersalin Budi Harapan	Rumah Sakit Khusus	120.819825462	1.04072156400002
422	RSUD Popayato	Rumah Sakit Umum	121.469104	0.509274000000005
423	RSUD Buol	Rumah Sakit Umum	121.421145	1.17194699999999
424	RSUD Bau-bau	Rumah Sakit Umum	122.591758236	-5.48299837000002
425	RSU Murhum	Rumah Sakit Umum	122.601954924	-5.46242497200001
426	Rumah Sakit Bhayangkara	Rumah Sakit Umum	122.612952769	-5.458307053
427	RSUD Pasarwajo	Rumah Sakit Umum	122.838734688	-5.52509139199998
428	Rumah Sakit Bhakti Medika	Rumah Sakit Umum	122.608253138	-5.466753235
429	RSUD Raha	Rumah Sakit Umum	122.721812019	-4.84491801399997
430	RSUD Buranga	Rumah Sakit Umum	123.179315021	-4.75452602899998
431	Rumah Sakit Almah	Rumah Sakit Umum	107.721458486	-2.757211794
432	Rumah Sakit Umum Daerah Belitung	Rumah Sakit Umum	107.629729927	-2.73872044900003
641	Rumah Sakit Belitung	Rumah Sakit Umum	107.678004453	-2.74850867599997
642	RSUD Belitung Timur	Rumah Sakit Umum	108.241971493	-2.88044955100003
643	Rumah Sakit Umum Daerah Toboali	Rumah Sakit Umum	106.47221435	-2.96946807
644	RSUD Bangka Tengah	Rumah Sakit Umum	106.41363507	-2.51752138000001
645	RSUD Depati Hamzah Pangkalpinang	Rumah Sakit Umum	106.12444726	-2.14413517000003
646	Rumah Sakit Katolik Bhakti Wara Gajahmada	Rumah Sakit Umum	106.09826244	-2.14403114999999
647	RSUD Sejiran Setason	Rumah Sakit Umum	105.221133822	-2.05497354400001
648	Rumah Sakit Medika Stannia	Rumah Sakit Umum	106.11760988	-1.85759422400002
649	RSIA Muhaya	Rumah Sakit Umum	106.112153036	-2.11302431399997
650	RS Bakti Timah	Rumah Sakit Umum	106.109097056	-2.114437608
651	Rumah Sakit Arsani	Rumah Sakit Umum	106.11925351	-1.91286045700002
652	Rumah Sakit	Rumah Sakit Umum	105.091196697	-4.26000150300001
653	Rumah Sakit Mutiara Bunda	Rumah Sakit Umum	105.221475198	-4.285820704
654	Rumah Sakit Panaragan Jaya Medika	Rumah Sakit Umum	105.0877583	-4.53217569999998
655	Rumah Sakit Bupati	Rumah Sakit Umum	105.0873902	-4.53504550000002
656	Rumah Sakit Umum Menggala	Rumah Sakit Umum	105.220458	-4.54711889999999
657	Rumah Sakit Umum Asy Syifa Medika	Rumah Sakit Umum	105.0862641	-4.63145689999999
658	Rumah Sakit Umum Rosa Medika	Rumah Sakit Umum	105.0851338	-4.6318804
659	Rumah Sakit Pembantu Desa Bumijaya	Rumah Sakit Umum	105.0365973	-4.77366769999998
660	Rumah Sakit Yukum Jaya Medical Center	Rumah Sakit Umum	105.2112635	-4.90649009999998
661	Rumah Sakit Islam Asy Syifaa	Rumah Sakit Umum	105.2132801	-4.92378079999997
662	Rumah Sakit Pembantu Desa Banjarrejo	Rumah Sakit Umum	105.0688639	-4.93171469999999
663	Rumah Sakit Pembantu Desa Pagargading	Rumah Sakit Umum	105.0091568	-4.93211689999998
664	Rumah Sakit Bersalin Puti Bungsu	Rumah Sakit Khusus	105.2141503	-4.93629579999998
665	Rumah Bersalin Dan Apotek Mugi Rahayu	Rumah Sakit Khusus	105.2130067	-4.93855980000001
666	Rumah Sakit Mitra Mulia Husada	Rumah Sakit Umum	105.2137493	-4.9417669
667	Rumah Sakit Harapan Bunda	Rumah Sakit Umum	105.2161297	-4.95838120000002
668	Rumah Sakit Umum Daerah Dr. H. Bob Bazar. SKm	Rumah Sakit Umum	105.596359	-5.72743100000002
669	PMI Lampung Selatan	Rumah Sakit Khusus	105.585934885	-5.71569432400003
670	Balai Pengobatan Waren Sidomakmur	Rumah Sakit Khusus	105.614984	-5.646052
671	Pusat Kesehatan Hewan Kecamatan Candipuro	Rumah Sakit Khusus	105.595528	-5.53563299899997
672	Balai Pengobatan Lanal Lampung	Rumah Sakit Khusus	105.3248854	-5.48010743100002
673	Rumah Sakit Ibu dan Anak Restu Bunda	Rumah Sakit Umum	105.256594272	-5.44741041499998
674	Kantor PMI Lampung	Rumah Sakit Khusus	105.267038648	-5.44253318400001
675	Rumah Sakit Ibu dan Anak Santa Anna Bandarlampung	Rumah Sakit Umum	105.267662231	-5.44238625499997
676	Rumah Sakit Umum Daerah Dr A Dadi Tjokrodipo Bandarlampung	Rumah Sakit Umum	105.252392072	-5.43648505900001
677	Rumah Sakit Assyifa Bandarlampung	Rumah Sakit Umum	105.270983379	-5.42978351900001
678	Rumah Sakit Bumiwaras	Rumah Sakit Umum	105.250776567	-5.42494849600001
679	Rumah Sakit Dwi Laras Bandarlampung	Rumah Sakit Umum	105.250921583	-5.42476912699999
680	Rumah Sakit Ibu dan Anak Mutiara Putri	Rumah Sakit Umum	105.262503767	-5.42293218200001
681	Kantor PMI Bandarlampung	Rumah Sakit Khusus	105.262875984	-5.42048436200002
682	Rumah Sakit Bersalin Anugerah Medika Lampung	Rumah Sakit Khusus	105.260441992	-5.41975564299997
683	Rumah Sakit Graha Husada Tanjungagungraya	Rumah Sakit Umum	105.267497505	-5.413538184
684	Rumah Sakit Bersalin Xaverius Bandarlampung	Rumah Sakit Khusus	105.25754522	-5.40494468000003
685	Rumah Sakit Umum Daerah Abdul Moeloek Lampung	Rumah Sakit Umum	105.258926633	-5.402926111
686	Rumah Sakit Tingkat IV Bandarlampung	Rumah Sakit Umum	105.258649357	-5.40176129600002
687	Kantor PMI Lampung	Rumah Sakit Khusus	105.257649449	-5.400732215
688	Rumah Sakit Ibu dan Anak Betik Hati	Rumah Sakit Umum	105.266016568	-5.394111829
689	Rumah Sakit Ibu dan Anak Sinta Langkapura	Rumah Sakit Umum	105.226498061	-5.39255506199999
690	Rumah Sakit Advent Bandarlampung	Rumah Sakit Umum	105.262127137	-5.39209360199999
691	Rumah Sakit Urip Sumoharjo	Rumah Sakit Umum	105.276595205	-5.39108997099999
692	Pusat Kesehatan Hewan Bandarlampung	Rumah Sakit Khusus	105.217797552	-5.39062534999999
693	Rumah Sakit Imanuel Bandarlampung	Rumah Sakit Umum	105.287550755	-5.38602795399999
694	Pelayanan dan Rehabilitasi Sosial Penyandang Cacat	Rumah Sakit Khusus	105.221576863	-5.38310638799999
695	Rumah Sakit Jiwa Lampung	Rumah Sakit Khusus	105.194387387	-5.375344756
696	Rumah Sakit Jiwa Bandarlampung	Rumah Sakit Khusus	105.194658139	-5.37524515899997
697	Rumah Sakit Bhayangkari Polda Lampung	Rumah Sakit Umum	105.224263362	-5.37404991199998
698	Balai Pengobatan PTPN Waygalih	Rumah Sakit Khusus	105.363609463	-5.36238540300002
699	Rumah Sakit Natar Medika	Rumah Sakit Umum	105.195504657	-5.31220001299999
700	Rumah Sakit Sribhawono	Rumah Sakit Umum	105.731115	-5.31123500000001
701	Pusat Kesehatan Hewan Margakaya	Rumah Sakit Khusus	105.301122596	-5.304775662
702	Rumah Sakit Umum Muhammadiyah Metro	Rumah Sakit Umum	105.28999	-5.134615
703	Pusat Kesehatan Hewan Batanghari	Rumah Sakit Khusus	105.362546	-5.13185099999998
704	Rumah Sakit Ibu dan Anak AMC	Rumah Sakit Umum	105.310527001	-5.11845199999999
705	Rumah Sakit Mardi WAluyo	Rumah Sakit Umum	105.296617	-5.11837899900002
706	PMI Metro	Rumah Sakit Khusus	105.310549001	-5.11704099999997
707	Rumah Sakit Umum Daerah Ahmad Yani Kota Metro	Rumah Sakit Umum	105.309543001	-5.11576300000002
708	Rumah Sakit Bersalin Permata Hati Metro	Rumah Sakit Khusus	105.313743	-5.11418900000001
709	Rumah Sakit Islam Metro	Rumah Sakit Umum	105.333177	-5.10543999999999
710	Pos 1B Kawin Suntik Sapi	Rumah Sakit Khusus	105.279608001	-5.03862599899998
711	RS Tulat Novisiat SCJ Santo Yohanes Gisting	Rumah Sakit Umum	104.730241239	-5.42389531399999
712	RS Panti Secanti Gisting	Rumah Sakit Umum	104.728841586	-5.42501644200001
713	RSUD Kotaagung	Rumah Sakit Umum	104.642101871	-5.48832268899997
714	RS Mitra Husada	Rumah Sakit Umum	104.990703289	-5.358757191
715	RS Wisma Rini	Rumah Sakit Umum	104.971857308	-5.35510182000002
716	RSIA Harapan Bunda	Rumah Sakit Khusus	104.973951043	-5.36145256999998
717	RSUD Pringsewu	Rumah Sakit Umum	104.976821396	-5.35896489300001
718	RSIA Mutiarahati Tambahrejo Barat	Rumah Sakit Khusus	105.02101318	-5.38234117100001
719	RSUD Pesawaran	Rumah Sakit Umum	105.08069644	-5.39385239000001
720	RS Umum Panti Rahayu Nyukangharjo	Rumah Sakit Umum	104.849236302	-5.07169223800003
721	RSUD Demang Sepulau Raya Terbanggi Agung	Rumah Sakit Umum	105.20999073	-5.01235746899999
722	Rumah Sakit Aisyiyah Lintik Pekon Lintik	Rumah Sakit Umum	103.919874	-5.22991100000002
723	Rumah Sakit Umum Daerah Liwa	Rumah Sakit Umum	104.073398989	-5.03330896599999
724	PMI Waymengaku	Rumah Sakit Khusus	104.073556988	-5.02854201000002
725	Rumah Sakit Unit Daerah Sukadana	Rumah Sakit Umum	105.526285996	-5.07563017299998
726	Rumah Sakit HI Muhamad Yusuf	Rumah Sakit Umum	104.963391273	-4.87446512999998
727	Rumah Sakit Handayani	Rumah Sakit Umum	104.885561936	-4.83972631799998
728	Rumah Sakit Umum 	Rumah Sakit Umum	104.891488372	-4.832381414
729	RSU ZA Pagar Alam	Rumah Sakit Umum	104.526935298	-4.57834701000002
730	PMI Benermeriah	Rumah Sakit Khusus	96.852076326	4.72698886699999
731	RS Uleegle	Rumah Sakit Umum	96.870777101	5.16047789999999
732	RSU Bunga	Rumah Sakit Umum	97.146524309	5.17530703800003
733	PMI Cabang Kota Lhokseumawe	Rumah Sakit Khusus	97.127714426	5.172815851
734	PMI Aluemudem	Rumah Sakit Khusus	97.308832419	5.06795846799997
735	RSUD Benermeriah	Rumah Sakit Umum	96.860532566	4.69637414699997
736	RS Cut Mutia	Rumah Sakit Umum	97.155950745	5.12167839699998
737	RS Tk.IV Iskandar Muda 07.01	Rumah Sakit Umum	97.149752308	5.18320516799997
738	RSU Sakinah	Rumah Sakit Umum	97.144376164	5.18799243199999
739	RSU PT. Arun Hospital	Rumah Sakit Umum	97.048814404	5.21616967800003
740	RS Prima Inti Medika	Rumah Sakit Umum	97.026166735	5.221447732
741	Rencana RSUD	Rumah Sakit Umum	96.811681976	4.59538424300001
742	Puskeswan Pusat Kesehatan Hewan	Rumah Sakit Khusus	97.009657037	4.58859606099998
743	RSUD Dabungelang 	Rumah Sakit Umum	97.369263	4.00582300000002
744	Rumah Sakit Rehabilitasi Medik	Rumah Sakit Khusus	97.88595065	4.8074259
745	Rumah Sakit Pembantu Cotgirek	Rumah Sakit Umum	97.37511934	4.91190212999999
746	Rsud Di Aceh Timur	Rumah Sakit Umum	97.77766409	4.94274274999998
747	Rumah Sakit Graha Bunda	Rumah Sakit Umum	97.76345333	4.95772490000002
748	Rumah Sakit Simpangulim	Rumah Sakit Umum	97.54023529	5.09617725999999
749	Rumah Sakit Umum Teungku Peukan Geulima Jaya	Rumah Sakit Umum	96.799935958	3.739431637
750	RSU Teuku Peukan Geulima Jaya	Rumah Sakit Umum	96.799637983	3.73983403699998
751	RSUD Blangpidie	Rumah Sakit Umum	96.837358976	3.74028156200001
752	RSU Putrinaga	Rumah Sakit Umum	97.175780017	3.25487837499998
753	RSUD Yulidinaway	Rumah Sakit Umum	97.158142637	3.28670233700001
754	Rumah Sakit Umum Aceh Singkil	Rumah Sakit Umum	97.926588948	2.34812519000002
755	Rumah Sakit Umum Daerah Kota Subulussalam	Rumah Sakit Umum	97.988300984	2.648327016
756	Pusat Kesehatan Hewan	Rumah Sakit Khusus	97.953720225	4.16328328399999
757	Rumah Sakit Pembantu	Rumah Sakit Umum	97.954990032	4.16361964999999
758	RSUD Langsa	Rumah Sakit Umum	97.970305364	4.46942089700002
759	RS Cut Meutia	Rumah Sakit Umum	97.947888073	4.48785389900002
760	RS Cut Nyak Dien	Rumah Sakit Umum	97.956518657	4.4796839
761	RS Ibu dan Anak Nurul Qolbi	Rumah Sakit Umum	97.969103343	4.473544527
762	Puskeswan Pusat Kesehatan Hewan	Rumah Sakit Khusus	97.009591979	4.58859260499997
763	 	Rumah Sakit Umum	97.970236058	4.468402647
764	 	Rumah Sakit Umum	97.970046558	4.46849339599999
765	 	Rumah Sakit Umum	97.969890435	4.468558761
766	 	Rumah Sakit Umum	97.969716984	4.46861740999998
767	 	Rumah Sakit Umum	97.970433557	4.468741486
768	 	Rumah Sakit Umum	97.970286645	4.46881021600001
769	 	Rumah Sakit Umum	97.970140463	4.46891758700002
770	 	Rumah Sakit Umum	97.969904728	4.46900819299998
771	 	Rumah Sakit Umum	97.96967448	4.46911849899999
772	 	Rumah Sakit Umum	97.970838282	4.46919402899999
773	 	Rumah Sakit Umum	97.970549148	4.46931733500003
774	RS Cut Nyak Dhien	Rumah Sakit Umum	97.956530498	4.47967184399999
775	RSU Cut Meutia	Rumah Sakit Umum	97.947871715	4.48780532900003
776	 	Rumah Sakit Umum	97.948149203	4.48790095800001
777	Rumah Sakit Avicenna	Rumah Sakit Umum	96.703742	5.21257700000001
778	RSUD Bireuen	Rumah Sakit Umum	96.698795	5.20406800000001
779	Unit Pelayanan Kesehatan Jiwa dan Psikologi	Rumah Sakit Khusus	96.697489	5.20514200000002
780	RS Montella	Rumah Sakit Umum	96.123780114	4.15989228199999
781	RSUD Cut Nyak Dhien	Rumah Sakit Umum	96.127100825	4.147584333
782	RSUD Naganraya, Ujongfatihah	Rumah Sakit Umum	96.311769837	4.11771065400001
783	RSUD Cut Nyak Dhien	Rumah Sakit Umum	96.12684559	4.14619025000002
784	RSUD Cut Nyak Dhien	Rumah Sakit Umum	96.128019935	4.146366951
785	RSUD Cut Nyak Dhien	Rumah Sakit Umum	96.127766345	4.14640143299999
786	RSUD Cut Nyak Dhien	Rumah Sakit Umum	96.127628826	4.146882511
787	RSUD Cut Nyak Dhien	Rumah Sakit Umum	96.127637286	4.14720426100001
788	RSUD Cut Nyak Dhien	Rumah Sakit Umum	96.12738531	4.14756677600002
789	RSUD Cut Nyak Dhien	Rumah Sakit Umum	96.126797496	4.14791658399997
790	RSUD Cut Nyak Dhien	Rumah Sakit Umum	96.127171754	4.14789155099999
791	RSUD Naganraya, Ujongfatihah	Rumah Sakit Umum	96.311408942	4.11755347100001
792	RSUD Naganraya, Ujongfatihah	Rumah Sakit Umum	96.311085878	4.117870756
793	RSUD Naganraya, Ujongfatihah	Rumah Sakit Umum	96.311240815	4.11811169100002
794	RSUD Naganraya, Ujongfatihah	Rumah Sakit Umum	96.311534775	4.11819124499999
795	RSUD Naganraya, Ujongfatihah	Rumah Sakit Umum	96.312066387	4.118400694
796	RSUD Rengat Barat	Rumah Sakit Umum	102.442142718	-0.394202733999975
797	Rumah Bersalin Ibnu Sina Pasirpenyu	Rumah Sakit Khusus	102.294034941	-0.360013209999977
798	Rumah Bersalin Safira Kembangharum	Rumah Sakit Khusus	102.294367996	-0.356904527999973
799	Rumah Bersalin Bidan Mairita Lambansari Empat	Rumah Sakit Khusus	102.30659261	-0.296665838000024
800	Rumah Bersalin Bidan Pancur	Rumah Sakit Khusus	102.729601229	-0.649146794999979
801	Rumah Bersalin Bidan Afrian Tanahdatar Tanahdatar	Rumah Sakit Khusus	102.667374727	-0.713291497
802	Rumah Bersalin Bidan Ringin Luar	Rumah Sakit Khusus	102.503549686	-0.705431685999997
803	Rumah Bersalin Bidan Usul	Rumah Sakit Khusus	102.493443996	-0.730237137000017
804	RSUD Tengku Sulung Reteh	Rumah Sakit Umum	103.189093788	-0.696609066999997
805	RSUD Tengku Sulung Reteh	Rumah Sakit Umum	103.189371431	-0.696799191000025
806	RSUD Indragirii Hilir	Rumah Sakit Umum	103.164043163	-0.323391829999991
807	RSUD Tengku Sulung Reteh	Rumah Sakit Umum	103.189154734	-0.697005890000014
808	RSUD Sungaiguntung	Rumah Sakit Umum	103.624073826	0.291366101999984
809	RSUD Grand Hospital Bengkalis	Rumah Sakit Umum	102.088073977	1.48780499600002
810	RSUD Bandul	Rumah Sakit Umum	102.438530988	1.26667304
811	RSUD Selatpanjang	Rumah Sakit Umum	102.733316989	1.00282103699999
812	RSUD Kuantansingingi	Rumah Sakit Umum	101.541228	-0.510717999999997
813	Rumah Sakit Milano	Rumah Sakit Umum	101.556982	-0.54024800000002
814	Rumah Barsalin Ade	Rumah Sakit Khusus	100.640458647	-0.235434349999991
815	RS Khusus Bedah	Rumah Sakit Umum	100.62247841	-0.230303615000025
816	RS Bersalin Harapan Bunda	Rumah Sakit Umum	100.66224802	-0.15972595400001
817	RS Ungai Islam Ibnu Sina	Rumah Sakit Umum	100.632633623	-0.221933738000018
818	Rumah Bersalin Bidan Delima Secanojaya	Rumah Sakit Khusus	101.873426617	-0.649660191999999
819	Bidan Sri Handayani, Am, Keb	Rumah Sakit Khusus	100.419681603	0.785643198999992
820	RSUD Kecamatan Rambah	Rumah Sakit Umum	100.286826303	0.880949898999972
821	Bidan Eva Yanti	Rumah Sakit Khusus	100.662066603	0.959575803000007
822	RSU Yanti Panti	Rumah Sakit Umum	100.058339693	0.36727504800001
823	RS Claudia	Rumah Sakit Umum	100.4470099	1.67045769999999
824	RS Agung	Rumah Sakit Umum	100.4608043	1.675432
825	RSU Indah	Rumah Sakit Umum	100.4183417	1.68536549999999
826	Rumah Sakit Tambusai Utara Medika	Rumah Sakit Umum	100.357174001	1.23841990199998
827	Rumah Bersalin Balai Pengobatan Khusus 'Sehat'	Rumah Sakit Khusus	100.141992803	1.06692579600002
828	RSUD Bagansiapi-api	Rumah Sakit Umum	100.809816667	2.157413889
829	RSUD Kubu	Rumah Sakit Umum	100.638197222	2.04556388899999
830	 	Rumah Sakit Umum	103.469474916	-0.824284524000007
831	 	Rumah Sakit Khusus	101.424524001	1.65097114100001
832	 	Rumah Sakit Umum	101.459573717	1.67847917500001
833	 	Rumah Sakit Umum	101.459757076	1.680096537
834	 	Rumah Sakit Umum	102.048523837	0.800262297000017
835	 	Rumah Sakit Umum	101.201916409	1.27050827099998
836	 	Rumah Sakit Umum	101.169111822	1.280056118
837	 	Rumah Sakit Khusus	102.236033165	0.29024595300001
838	 	Rumah Sakit Khusus	102.084157334	0.438906492000001
839	 	Rumah Sakit Khusus	102.092717538	0.442931289000001
840	 	Rumah Sakit Umum	101.594921115	0.679095029999985
841	 	Rumah Sakit Umum	101.52118856	0.725131189000024
842	 	Rumah Sakit Umum	101.450781517	0.524839386999986
843	 	Rumah Sakit Umum	101.442315307	0.527075363999984
844	 	Rumah Sakit Umum	101.461219334	0.513093721000018
845	 	Rumah Sakit Khusus	101.454907489	0.513719851000019
846	 	Rumah Sakit Umum	101.44345321	0.520837986999993
847	 	Rumah Sakit Umum	101.8405117	0.413355060000015
848	 	Rumah Sakit Umum	101.85817271	0.406506130000025
849	 	Rumah Sakit Umum	101.85550022	0.42543489000002
850	 	Rumah Sakit Khusus	101.968957056	0.208833357999993
851	 	Rumah Sakit Umum	101.026491319	0.346203485999979
852	 	Rumah Sakit Khusus	101.382393249	0.464346982999984
853	 	Rumah Sakit Khusus	101.158426836	0.373613138999985
854	RSUD Kaur	Rumah Sakit Umum	103.261868391	-4.69588950799999
855	RSUD Manna Bengkulu Selatan	Rumah Sakit Umum	102.896144816	-4.44226749199998
856	RSUD Tais	Rumah Sakit Umum	102.595924454	-4.08917599500001
857	RSUD Besemah Alun Dua	Rumah Sakit Khusus	103.251727992	-4.00935910599998
858	Rumah Sakit Umum Muara Dua	Rumah Sakit Umum	104.051424357	-4.58474001000002
859	RS Santo Antonio Airgading	Rumah Sakit Umum	104.164194447	-4.11799833200001
860	RSUD Ibnu Sutowo Kemalaraja	Rumah Sakit Umum	104.167196687	-4.12446929700002
861	RSUD OKU Timur	Rumah Sakit Umum	104.648998285	-4.07836051100003
862	Rumah Sakit Puri Asih Belitang	Rumah Sakit Umum	104.64432625	-4.11066413499998
863	Rumah Sakit Islam At Taqwa Belitang	Rumah Sakit Umum	104.634054239	-4.11302065899997
